08-13 14:33:23.787  2312  6735 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=io.taowen.bx/com.winlator.BionicXActivity} with LAUNCH_MULTIPLE from uid 2000 (BAL_ALLOW_PERMISSION) result code=0
08-13 14:33:23.797  2312  2370 I ActivityManager: Start proc 15014:io.taowen.bx/u0a194 for next-top-activity {io.taowen.bx/com.winlator.BionicXActivity}
08-13 14:33:23.935  2312  2360 V WindowManager: Sent Transition #368 createdAt=08-13 14:33:23.693 via request=TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=1066 displayId=0 isRunning=false baseIntent=Intent { flg=0x10000000 cmp=io.taowen.bx/com.winlator.BionicXActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{io.taowen.bx/com.winlator.BionicXActivity} numActivities=0 lastActiveTime=65095675 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{faf43ed Task{b37410 #1066 type=standard A=10194:io.taowen.bx}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=true isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-13 14:33:23.935  2312  6735 W WindowManager: Failed to deliver inset control state change to w=Window{72c3521 u0 io.taowen.bx/com.winlator.BionicXActivity EXITING}
08-13 14:33:23.950 15014 15014 I BionicX : profile=wps-office display=1920x1080@144 socket=filesystem
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=4 opcode=20 data=0 bytes=20
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=5 opcode=98 data=0 bytes=16
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=6 opcode=148 data=0 bytes=4
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=7 opcode=16 data=0 bytes=16
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=8 opcode=16 data=0 bytes=20
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=9 opcode=16 data=0 bytes=20
08-13 14:33:24.073 15014 15040 I WinlatorXRequest: seq=10 opcode=16 data=0 bytes=16
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=11 opcode=16 data=0 bytes=24
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=12 opcode=16 data=0 bytes=24
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=13 opcode=16 data=0 bytes=32
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=14 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=15 opcode=16 data=0 bytes=28
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=16 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=17 opcode=16 data=0 bytes=20
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=18 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=19 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=20 opcode=16 data=0 bytes=20
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=21 opcode=16 data=0 bytes=20
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=22 opcode=16 data=0 bytes=16
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=23 opcode=16 data=0 bytes=24
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=24 opcode=16 data=0 bytes=16
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=25 opcode=16 data=0 bytes=8
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=26 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=27 opcode=16 data=0 bytes=12
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=28 opcode=16 data=0 bytes=16
08-13 14:33:24.074 15014 15040 I WinlatorXRequest: seq=29 opcode=16 data=0 bytes=16
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=30 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=31 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=32 opcode=16 data=0 bytes=28
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=33 opcode=16 data=0 bytes=28
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=34 opcode=16 data=0 bytes=24
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=35 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=36 opcode=16 data=0 bytes=16
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=37 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=38 opcode=16 data=0 bytes=24
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=39 opcode=16 data=0 bytes=24
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=40 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=41 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=42 opcode=16 data=0 bytes=28
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=43 opcode=16 data=0 bytes=20
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=44 opcode=16 data=0 bytes=24
08-13 14:33:24.075 15014 15040 I WinlatorXRequest: seq=45 opcode=16 data=0 bytes=20
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=46 opcode=16 data=0 bytes=24
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=47 opcode=16 data=0 bytes=20
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=48 opcode=16 data=0 bytes=28
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=49 opcode=16 data=0 bytes=24
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=50 opcode=16 data=0 bytes=16
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=51 opcode=16 data=0 bytes=24
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=52 opcode=16 data=0 bytes=16
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=53 opcode=16 data=0 bytes=16
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=54 opcode=16 data=0 bytes=28
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=55 opcode=16 data=0 bytes=20
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=56 opcode=16 data=0 bytes=24
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=57 opcode=16 data=0 bytes=24
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=58 opcode=16 data=0 bytes=28
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=59 opcode=16 data=0 bytes=32
08-13 14:33:24.076 15014 15040 I WinlatorXRequest: seq=60 opcode=16 data=0 bytes=32
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=61 opcode=16 data=0 bytes=24
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=62 opcode=16 data=0 bytes=32
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=63 opcode=16 data=0 bytes=36
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=64 opcode=16 data=0 bytes=24
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=65 opcode=16 data=0 bytes=24
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=66 opcode=16 data=0 bytes=28
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=67 opcode=16 data=0 bytes=28
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=68 opcode=16 data=0 bytes=24
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=69 opcode=16 data=0 bytes=32
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=70 opcode=16 data=0 bytes=28
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=71 opcode=16 data=0 bytes=32
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=72 opcode=16 data=0 bytes=28
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=73 opcode=16 data=0 bytes=32
08-13 14:33:24.077 15014 15040 I WinlatorXRequest: seq=74 opcode=16 data=0 bytes=32
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=75 opcode=16 data=0 bytes=32
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=76 opcode=16 data=0 bytes=40
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=77 opcode=16 data=0 bytes=36
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=78 opcode=16 data=0 bytes=32
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=79 opcode=16 data=0 bytes=36
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=80 opcode=16 data=0 bytes=32
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=81 opcode=16 data=0 bytes=28
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=82 opcode=16 data=0 bytes=32
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=83 opcode=16 data=0 bytes=36
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=84 opcode=16 data=0 bytes=28
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=85 opcode=16 data=0 bytes=24
08-13 14:33:24.078 15014 15040 I WinlatorXRequest: seq=86 opcode=16 data=0 bytes=24
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=87 opcode=16 data=0 bytes=28
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=88 opcode=16 data=0 bytes=28
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=89 opcode=16 data=0 bytes=20
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=90 opcode=16 data=0 bytes=28
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=91 opcode=16 data=0 bytes=24
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=92 opcode=16 data=0 bytes=8
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=93 opcode=16 data=0 bytes=16
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=94 opcode=16 data=0 bytes=12
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=95 opcode=16 data=0 bytes=16
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=96 opcode=16 data=0 bytes=16
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=97 opcode=16 data=0 bytes=16
08-13 14:33:24.079 15014 15040 I WinlatorXRequest: seq=98 opcode=16 data=0 bytes=16
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=99 opcode=16 data=0 bytes=12
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=100 opcode=16 data=0 bytes=16
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=101 opcode=16 data=0 bytes=16
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=102 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=103 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=104 opcode=16 data=0 bytes=16
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=105 opcode=16 data=0 bytes=16
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=106 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=107 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=108 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=109 opcode=16 data=0 bytes=20
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=110 opcode=16 data=0 bytes=24
08-13 14:33:24.080 15014 15040 I WinlatorXRequest: seq=111 opcode=16 data=0 bytes=20
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=112 opcode=16 data=0 bytes=12
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=113 opcode=16 data=0 bytes=16
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=114 opcode=16 data=0 bytes=16
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=115 opcode=16 data=0 bytes=20
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=116 opcode=16 data=0 bytes=16
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=117 opcode=16 data=0 bytes=20
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=118 opcode=16 data=0 bytes=24
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=119 opcode=16 data=0 bytes=28
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=120 opcode=16 data=0 bytes=28
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=121 opcode=16 data=0 bytes=24
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=122 opcode=16 data=0 bytes=24
08-13 14:33:24.081 15014 15040 I WinlatorXRequest: seq=123 opcode=16 data=0 bytes=24
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=124 opcode=16 data=0 bytes=24
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=125 opcode=16 data=0 bytes=24
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=126 opcode=16 data=0 bytes=20
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=127 opcode=16 data=0 bytes=24
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=128 opcode=16 data=0 bytes=16
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=129 opcode=16 data=0 bytes=12
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=130 opcode=16 data=0 bytes=12
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=131 opcode=16 data=0 bytes=12
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=132 opcode=16 data=0 bytes=12
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=133 opcode=16 data=0 bytes=16
08-13 14:33:24.082 15014 15040 I WinlatorXRequest: seq=134 opcode=16 data=0 bytes=16
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=135 opcode=16 data=0 bytes=16
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=136 opcode=16 data=0 bytes=16
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=137 opcode=16 data=0 bytes=16
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=138 opcode=16 data=0 bytes=20
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=139 opcode=16 data=0 bytes=12
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=140 opcode=16 data=0 bytes=20
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=141 opcode=16 data=0 bytes=20
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=142 opcode=16 data=0 bytes=20
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=143 opcode=16 data=0 bytes=20
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=144 opcode=16 data=0 bytes=24
08-13 14:33:24.083 15014 15040 I WinlatorXRequest: seq=145 opcode=16 data=0 bytes=28
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=146 opcode=16 data=0 bytes=28
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=147 opcode=16 data=0 bytes=32
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=148 opcode=16 data=0 bytes=28
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=149 opcode=16 data=0 bytes=24
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=150 opcode=16 data=0 bytes=16
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=151 opcode=16 data=0 bytes=8
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=152 opcode=16 data=0 bytes=16
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=153 opcode=16 data=0 bytes=32
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=154 opcode=98 data=0 bytes=12
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=155 opcode=98 data=0 bytes=12
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=156 opcode=98 data=0 bytes=12
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=157 opcode=98 data=0 bytes=12
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=158 opcode=98 data=0 bytes=8
08-13 14:33:24.084 15014 15040 I WinlatorXRequest: seq=159 opcode=98 data=0 bytes=12
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=160 opcode=98 data=0 bytes=16
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=161 opcode=98 data=0 bytes=20
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=162 opcode=155 data=0 bytes=0
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=163 opcode=155 data=1 bytes=12
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=164 opcode=43 data=0 bytes=0
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=165 opcode=155 data=2 bytes=4
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=166 opcode=150 data=0 bytes=8
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=167 opcode=151 data=0 bytes=8
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=168 opcode=152 data=0 bytes=8
08-13 14:33:24.085 15014 15040 I WinlatorXRequest: seq=169 opcode=149 data=47 bytes=4
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=170 opcode=148 data=0 bytes=4
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=171 opcode=150 data=4 bytes=8
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=172 opcode=16 data=0 bytes=20
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=173 opcode=23 data=0 bytes=4
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=174 opcode=20 data=0 bytes=20
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=175 opcode=20 data=0 bytes=20
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=176 opcode=3 data=0 bytes=4
08-13 14:33:24.086 15014 15040 I WinlatorXRequest: seq=177 opcode=2 data=0 bytes=12
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=178 opcode=20 data=0 bytes=20
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=179 opcode=150 data=25 bytes=4
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=180 opcode=150 data=31 bytes=4
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=181 opcode=150 data=9 bytes=8
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=182 opcode=150 data=4 bytes=8
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=183 opcode=150 data=20 bytes=8
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=184 opcode=150 data=25 bytes=4
08-13 14:33:24.087 15014 15040 I WinlatorXRequest: seq=185 opcode=45 data=0 bytes=16
08-13 14:33:24.088 15014 15040 I WinlatorXRequest: seq=186 opcode=150 data=15 bytes=24
08-13 14:33:24.088 15014 15040 I WinlatorXRequest: seq=187 opcode=150 data=15 bytes=24
08-13 14:33:24.088 15014 15040 I WinlatorXRequest: seq=188 opcode=150 data=15 bytes=24
08-13 14:33:24.088 15014 15040 I WinlatorXRequest: seq=189 opcode=1 data=0 bytes=28
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=190 opcode=18 data=0 bytes=48
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=191 opcode=18 data=0 bytes=48
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=192 opcode=151 data=2 bytes=12
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=193 opcode=149 data=48 bytes=4
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=194 opcode=149 data=46 bytes=16
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=195 opcode=20 data=0 bytes=20
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=196 opcode=148 data=1 bytes=12
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=197 opcode=43 data=0 bytes=0
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=198 opcode=98 data=0 bytes=16
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=199 opcode=148 data=24 bytes=12
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=200 opcode=148 data=17 bytes=8
08-13 14:33:24.089 15014 15040 I WinlatorXRequest: seq=201 opcode=148 data=8 bytes=24
08-13 14:33:24.090 15014 15040 I WinlatorXRequest: seq=202 opcode=148 data=8 bytes=24
08-13 14:33:24.090 15014 15040 I WinlatorXRequest: seq=203 opcode=148 data=13 bytes=8
08-13 14:33:24.090 15014 15040 I WinlatorXRequest: seq=204 opcode=148 data=10 bytes=8
08-13 14:33:24.090 15014 15040 I WinlatorXRequest: seq=205 opcode=148 data=17 bytes=8
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=206 opcode=148 data=6 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=207 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=208 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=209 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=210 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=211 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=212 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=213 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=214 opcode=17 data=0 bytes=4
08-13 14:33:24.102 15014 15040 I WinlatorXRequest: seq=215 opcode=17 data=0 bytes=4
